location,lat,lon,date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,rain_mm,et0_mm,wind_max_kmh,humidity_mean_pct,solar_radiation_mj
Guntur_NE,16.7,80.6,2024-10-11,29.0,23.6,25.8,3.3,3.3,2.08,13.7,91,9.98
Guntur_NE,16.7,80.6,2024-10-12,30.5,23.8,26.7,3.8,3.8,3.44,12.9,87,16.9
Guntur_NE,16.7,80.6,2024-10-13,31.7,23.5,26.8,2.0,2.0,3.9,12.1,87,19.14
Guntur_NE,16.7,80.6,2024-10-14,28.5,23.9,26.0,5.5,5.5,1.97,13.6,89,8.89
Guntur_NE,16.7,80.6,2024-10-15,30.2,24.0,26.7,5.2,5.2,3.05,15.5,87,14.67
Guntur_NE,16.7,80.6,2024-10-16,29.5,24.0,26.4,6.8,6.8,2.21,15.6,89,10.4
Guntur_NE,16.7,80.6,2024-10-17,29.5,24.8,26.4,6.2,6.2,2.65,16.5,89,13.02
Guntur_NE,16.7,80.6,2024-10-18,29.5,24.1,26.4,4.1,4.1,2.82,16.8,89,13.82
Guntur_NE,16.7,80.6,2024-10-19,30.6,23.9,26.4,1.9,1.9,2.92,13.0,89,14.18
Guntur_NE,16.7,80.6,2024-10-20,31.1,23.9,26.6,4.5,4.5,3.34,13.6,86,16.12
Guntur_NE,16.7,80.6,2024-10-21,31.5,22.8,26.5,2.0,2.0,3.84,11.0,87,18.59
Guntur_NE,16.7,80.6,2024-10-22,32.2,23.5,26.8,2.1,2.1,4.11,16.6,84,19.39
Guntur_NE,16.7,80.6,2024-10-23,32.8,23.2,27.4,0.0,0.0,4.76,13.7,73,21.25
Guntur_NE,16.7,80.6,2024-10-24,32.5,22.1,27.0,0.0,0.0,5.06,14.8,61,20.69
Guntur_NE,16.7,80.6,2024-10-25,32.6,21.5,27.4,0.2,0.2,5.07,16.8,62,20.66
Guntur_NE,16.7,80.6,2024-10-26,33.2,24.0,27.9,0.0,0.0,5.05,16.9,63,20.58
Guntur_NE,16.7,80.6,2024-10-27,33.0,23.2,27.9,0.0,0.0,4.97,9.7,61,21.2
Guntur_NE,16.7,80.6,2024-10-28,32.8,23.1,27.8,0.0,0.0,4.46,8.8,68,20.2
Guntur_NE,16.7,80.6,2024-10-29,32.4,22.9,27.6,0.7,0.7,4.11,6.4,77,19.41
Guntur_NE,16.7,80.6,2024-10-30,29.9,23.6,25.9,20.5,20.5,3.04,10.6,90,15.14
Guntur_NE,16.7,80.6,2024-10-31,31.6,23.3,27.2,1.6,1.6,4.16,9.7,79,19.15
Guntur_NE,16.7,80.6,2024-11-01,32.2,22.5,27.6,0.0,0.0,4.36,8.5,73,20.03
Guntur_NE,16.7,80.6,2024-11-02,32.1,22.4,27.2,0.4,0.4,3.84,8.9,78,17.74
Guntur_NE,16.7,80.6,2024-11-03,31.8,24.5,27.5,0.1,0.1,3.71,9.4,74,16.3
Guntur_NE,16.7,80.6,2024-11-04,32.1,23.1,27.2,0.0,0.0,4.05,7.7,71,18.39
Guntur_NE,16.7,80.6,2024-11-05,32.8,21.8,27.2,0.0,0.0,4.58,8.6,65,20.25
Guntur_NE,16.7,80.6,2024-11-06,33.5,21.9,27.4,0.0,0.0,4.43,10.6,68,19.34
Guntur_NE,16.7,80.6,2024-11-07,33.1,22.4,27.6,0.0,0.0,4.28,9.6,71,19.21
Guntur_NE,16.7,80.6,2024-11-08,32.5,24.2,27.8,0.2,0.2,4.0,8.8,72,17.58
Guntur_NE,16.7,80.6,2024-11-09,32.8,22.7,27.7,0.1,0.1,4.25,9.6,69,18.62
Guntur_NE,16.7,80.6,2024-11-10,33.0,22.4,27.2,0.0,0.0,4.43,9.6,66,19.14
Guntur_NE,16.7,80.6,2024-11-11,33.1,21.5,27.4,0.0,0.0,4.66,12.6,60,19.23
Guntur_NE,16.7,80.6,2024-11-12,31.4,24.0,26.7,0.3,0.3,3.36,17.1,78,13.8
Guntur_NE,16.7,80.6,2024-11-13,32.7,23.0,26.3,3.0,3.0,3.46,15.3,83,15.97
Guntur_NE,16.7,80.6,2024-11-14,32.9,23.4,26.9,0.8,0.8,3.7,19.9,80,15.81
Guntur_NE,16.7,80.6,2024-11-15,33.7,23.6,27.6,0.0,0.0,4.09,14.5,75,16.9
Guntur_NE,16.7,80.6,2024-11-16,33.5,23.6,27.8,1.1,1.1,4.17,12.2,72,18.24
Guntur_NE,16.7,80.6,2024-11-17,32.3,24.1,27.4,0.1,0.1,3.78,12.8,69,15.69
Guntur_NE,16.7,80.6,2024-11-18,32.5,22.0,26.5,0.0,0.0,4.49,10.8,61,19.27
Guntur_NE,16.7,80.6,2024-11-19,31.8,20.2,25.7,0.0,0.0,4.34,9.8,59,19.57
Guntur_NE,16.7,80.6,2024-11-20,30.8,19.5,25.3,0.0,0.0,3.98,10.9,63,17.1
Guntur_NE,16.7,80.6,2024-11-21,31.4,20.0,25.5,0.0,0.0,4.16,8.8,62,19.12
Guntur_NE,16.7,80.6,2024-11-22,31.8,19.5,25.7,0.0,0.0,4.18,6.7,61,19.57
Guntur_NE,16.7,80.6,2024-11-23,32.5,20.0,25.8,0.0,0.0,4.07,7.7,60,19.01
Guntur_NE,16.7,80.6,2024-11-24,32.2,20.1,25.8,0.0,0.0,4.14,9.8,62,18.26
Guntur_NE,16.7,80.6,2024-11-25,31.4,20.1,25.5,0.0,0.0,4.21,9.9,61,17.61
Guntur_NE,16.7,80.6,2024-11-26,31.4,22.5,26.6,0.0,0.0,4.41,15.2,56,15.32
Guntur_NE,16.7,80.6,2024-11-27,31.1,21.4,25.4,0.0,0.0,4.53,14.1,54,16.68
Guntur_NE,16.7,80.6,2024-11-28,31.3,18.5,25.2,0.0,0.0,4.66,13.7,52,18.06
Guntur_NE,16.7,80.6,2024-11-29,29.5,23.2,25.3,1.4,1.4,3.08,16.9,66,8.93
Guntur_NE,16.7,80.6,2024-11-30,28.8,22.9,25.1,9.0,9.0,1.93,23.3,86,7.16
Guntur_NW,16.7,79.4,2024-06-01,41.8,31.1,35.3,0.7,0.7,6.44,18.4,54,21.64
Guntur_NW,16.7,79.4,2024-06-02,37.4,27.3,32.1,46.0,46.0,3.54,17.1,66,10.68
Guntur_NW,16.7,79.4,2024-06-03,34.8,26.7,30.6,2.9,2.9,3.7,13.1,65,14.31
Guntur_NW,16.7,79.4,2024-06-04,38.2,27.5,32.6,10.1,10.1,5.29,15.8,60,20.84
Guntur_NW,16.7,79.4,2024-06-05,34.5,26.3,29.2,26.1,26.1,3.63,14.1,79,15.5
Guntur_NW,16.7,79.4,2024-06-06,35.4,25.9,29.2,15.4,15.4,3.99,14.2,79,16.54
Guntur_NW,16.7,79.4,2024-06-07,34.3,25.8,29.0,1.5,1.5,4.03,15.5,75,16.92
Guntur_NW,16.7,79.4,2024-06-08,33.2,26.5,29.5,1.9,1.9,4.47,16.6,71,17.24
Guntur_NW,16.7,79.4,2024-06-09,34.5,25.8,29.8,0.7,0.7,5.69,18.7,69,23.37
Guntur_NW,16.7,79.4,2024-06-10,32.8,26.8,29.2,13.5,13.5,4.29,17.3,71,15.8
Guntur_NW,16.7,79.4,2024-06-11,34.3,27.0,29.4,8.6,8.6,5.19,19.8,69,18.64
Guntur_NW,16.7,79.4,2024-06-12,34.3,26.4,29.6,1.3,1.3,4.7,18.5,69,16.84
Guntur_NW,16.7,79.4,2024-06-13,35.7,26.9,30.0,2.8,2.8,5.61,19.1,68,21.06
Guntur_NW,16.7,79.4,2024-06-14,35.8,27.1,30.1,0.4,0.4,5.67,17.7,67,21.29
Guntur_NW,16.7,79.4,2024-06-15,36.3,27.4,31.1,0.8,0.8,6.34,18.1,61,20.89
Guntur_NW,16.7,79.4,2024-06-16,36.6,27.8,31.9,1.9,1.9,6.36,17.6,56,21.0
Guntur_NW,16.7,79.4,2024-06-17,36.3,26.8,31.3,0.7,0.7,5.47,14.8,61,20.15
Guntur_NW,16.7,79.4,2024-06-18,38.2,28.4,32.8,0.5,0.5,6.71,18.5,54,22.15
Guntur_NW,16.7,79.4,2024-06-19,36.1,28.2,32.0,1.4,1.4,5.86,18.1,55,18.57
Guntur_NW,16.7,79.4,2024-06-20,37.8,29.1,32.8,0.0,0.0,7.12,18.5,49,21.52
Guntur_NW,16.7,79.4,2024-06-21,38.0,26.6,31.5,5.6,5.6,5.85,20.2,58,17.78
Guntur_NW,16.7,79.4,2024-06-22,32.5,26.9,30.2,2.4,2.4,4.0,18.6,62,11.72
Guntur_NW,16.7,79.4,2024-06-23,36.8,27.6,31.6,0.0,0.0,5.52,16.5,57,18.28
Guntur_NW,16.7,79.4,2024-06-24,38.0,27.5,32.6,0.2,0.2,6.87,14.5,52,23.28
Guntur_NW,16.7,79.4,2024-06-25,36.5,26.4,30.8,10.4,10.4,5.68,21.7,63,17.79
Guntur_NW,16.7,79.4,2024-06-26,34.5,26.5,29.7,10.8,10.8,4.49,19.1,72,15.28
Guntur_NW,16.7,79.4,2024-06-27,28.5,25.7,26.8,15.3,15.3,1.82,18.3,85,5.93
Guntur_NW,16.7,79.4,2024-06-28,33.8,25.1,28.5,8.4,8.4,4.2,20.4,75,16.15
Guntur_NW,16.7,79.4,2024-06-29,33.1,27.0,30.0,0.0,0.0,4.89,21.8,65,16.59
Guntur_NW,16.7,79.4,2024-06-30,33.3,26.4,28.6,10.4,10.4,3.33,14.6,78,12.78
Guntur_NW,16.7,79.4,2024-07-01,32.6,25.8,28.7,6.3,6.3,3.41,21.1,74,11.25
Guntur_NW,16.7,79.4,2024-07-02,34.0,27.7,30.3,0.3,0.3,5.85,25.9,60,17.9
Guntur_NW,16.7,79.4,2024-07-03,34.2,27.2,30.2,0.2,0.2,5.45,20.6,62,18.13
Guntur_NW,16.7,79.4,2024-07-04,34.8,27.8,30.9,0.3,0.3,6.04,21.2,59,19.72
Guntur_NW,16.7,79.4,2024-07-05,34.5,25.9,29.7,10.0,10.0,5.21,20.8,67,17.28
Guntur_NW,16.7,79.4,2024-07-06,32.8,25.8,28.3,16.7,16.7,3.78,21.7,76,13.63
Guntur_NW,16.7,79.4,2024-07-07,31.7,25.2,28.0,22.5,22.5,3.21,14.6,76,12.25
Guntur_NW,16.7,79.4,2024-07-08,31.5,25.6,28.5,6.5,6.5,3.98,16.1,73,16.12
Guntur_NW,16.7,79.4,2024-07-09,30.6,25.4,27.2,9.8,9.8,2.24,12.9,83,9.12
Guntur_NW,16.7,79.4,2024-07-10,34.6,25.1,29.7,1.0,1.0,5.5,16.9,67,21.91
Guntur_NW,16.7,79.4,2024-07-11,32.9,26.7,29.1,4.0,4.0,4.75,17.7,69,17.49
Guntur_NW,16.7,79.4,2024-07-12,34.5,27.0,30.2,1.2,1.2,6.02,20.0,63,20.16
Guntur_NW,16.7,79.4,2024-07-13,31.8,25.2,28.0,11.1,11.1,3.1,21.3,76,9.27
Guntur_NW,16.7,79.4,2024-07-14,28.3,25.4,26.4,27.2,27.2,1.76,23.1,85,4.78
Guntur_NW,16.7,79.4,2024-07-15,31.2,25.0,27.1,11.4,11.4,3.15,20.5,81,12.03
Guntur_NW,16.7,79.4,2024-07-16,32.3,25.5,28.5,1.5,1.5,4.22,21.7,73,14.74
Guntur_NW,16.7,79.4,2024-07-17,31.4,26.0,28.6,3.0,3.0,3.56,22.9,71,10.05
Guntur_NW,16.7,79.4,2024-07-18,29.5,25.3,27.7,15.6,15.6,3.03,24.3,78,9.0
Guntur_NW,16.7,79.4,2024-07-19,27.1,24.8,25.5,44.3,44.3,1.43,25.9,88,3.47
Guntur_NW,16.7,79.4,2024-07-20,26.3,24.7,25.3,44.9,44.9,1.43,27.6,89,3.95
Guntur_NW,16.7,79.4,2024-07-21,31.8,24.5,26.8,28.7,28.7,3.72,24.7,81,14.6
Guntur_NW,16.7,79.4,2024-07-22,30.1,24.9,26.9,14.7,14.7,3.43,22.0,82,14.14
Guntur_NW,16.7,79.4,2024-07-23,28.4,25.9,27.0,9.1,9.1,2.61,24.1,79,6.33
Guntur_NW,16.7,79.4,2024-07-24,26.3,24.8,25.7,12.6,12.6,1.8,23.0,86,5.4
Guntur_NW,16.7,79.4,2024-07-25,29.1,24.9,26.4,11.4,11.4,2.64,24.0,83,9.12
Guntur_NW,16.7,79.4,2024-07-26,31.1,24.3,26.8,9.8,9.8,3.39,24.3,79,10.95
Guntur_NW,16.7,79.4,2024-07-27,30.4,25.8,27.6,5.2,5.2,4.04,29.5,75,13.08
Guntur_NW,16.7,79.4,2024-07-28,32.8,25.8,28.6,2.5,2.5,5.34,27.4,71,20.82
Guntur_NW,16.7,79.4,2024-07-29,33.1,27.0,29.2,0.4,0.4,5.08,20.9,70,19.29
Guntur_NW,16.7,79.4,2024-07-30,32.8,26.9,29.7,0.2,0.2,5.36,20.5,68,20.16
Guntur_NW,16.7,79.4,2024-07-31,33.2,26.7,29.6,0.5,0.5,5.54,21.7,67,20.65
Guntur_NW,16.7,79.4,2024-08-01,32.4,27.4,29.1,0.7,0.7,4.26,21.2,69,13.42
Guntur_NW,16.7,79.4,2024-08-02,31.1,26.2,28.3,2.3,2.3,3.94,25.2,73,12.93
Guntur_NW,16.7,79.4,2024-08-03,32.3,26.1,28.6,3.1,3.1,4.47,22.8,71,16.16
Guntur_NW,16.7,79.4,2024-08-04,33.4,26.6,29.5,0.5,0.5,5.27,22.7,65,19.73
Guntur_NW,16.7,79.4,2024-08-05,34.1,26.1,29.6,0.4,0.4,5.53,15.4,67,23.07
Guntur_NW,16.7,79.4,2024-08-06,32.6,26.7,29.0,2.1,2.1,3.97,17.4,69,13.32
Guntur_NW,16.7,79.4,2024-08-07,27.5,24.9,26.1,11.8,11.8,1.58,14.6,87,6.25
Guntur_NW,16.7,79.4,2024-08-08,32.2,24.6,27.9,3.5,3.5,4.55,17.1,77,20.06
Guntur_NW,16.7,79.4,2024-08-09,33.0,25.2,28.6,0.1,0.1,4.89,13.8,73,21.45
Guntur_NW,16.7,79.4,2024-08-10,33.8,25.5,29.2,0.4,0.4,5.24,10.2,71,22.88
Guntur_NW,16.7,79.4,2024-08-11,33.5,26.4,29.4,0.2,0.2,5.29,13.6,68,22.04
Guntur_NW,16.7,79.4,2024-08-12,33.4,25.9,29.5,0.2,0.2,5.32,12.1,69,22.82
Guntur_NW,16.7,79.4,2024-08-13,34.5,26.0,30.2,0.9,0.9,5.26,9.7,69,23.37
Guntur_NW,16.7,79.4,2024-08-14,34.0,26.0,29.9,4.2,4.2,5.1,9.0,72,22.24
Guntur_NW,16.7,79.4,2024-08-15,34.2,26.2,30.2,0.2,0.2,5.01,7.9,69,21.72
Guntur_NW,16.7,79.4,2024-08-16,34.3,25.9,29.3,9.7,9.7,4.57,12.1,75,20.03
Guntur_NW,16.7,79.4,2024-08-17,34.4,25.5,29.7,0.4,0.4,4.56,11.4,75,19.61
Guntur_NW,16.7,79.4,2024-08-18,34.5,25.9,30.1,3.6,3.6,5.04,10.2,71,22.28
Guntur_NW,16.7,79.4,2024-08-19,32.9,25.2,27.9,14.5,14.5,3.68,8.6,83,16.87
Guntur_NW,16.7,79.4,2024-08-20,33.3,24.9,28.9,9.8,9.8,4.59,11.3,77,20.56
Guntur_NW,16.7,79.4,2024-08-21,34.5,25.0,29.4,3.7,3.7,5.06,12.1,76,22.45
Guntur_NW,16.7,79.4,2024-08-22,32.5,26.0,28.1,1.3,1.3,3.25,13.2,81,13.69
Guntur_NW,16.7,79.4,2024-08-23,33.5,26.0,29.2,2.5,2.5,4.63,17.0,72,18.09
Guntur_NW,16.7,79.4,2024-08-24,32.1,25.9,28.1,5.5,5.5,3.81,24.6,75,13.65
Guntur_NW,16.7,79.4,2024-08-25,32.0,24.6,27.9,6.3,6.3,4.19,21.0,73,15.76
Guntur_NW,16.7,79.4,2024-08-26,33.2,26.1,29.0,0.6,0.6,5.15,24.5,65,17.69
Guntur_NW,16.7,79.4,2024-08-27,33.8,26.5,29.6,0.3,0.3,5.88,23.4,62,20.64
Guntur_NW,16.7,79.4,2024-08-28,33.5,26.4,29.2,1.0,1.0,5.25,23.6,64,18.42
Guntur_NW,16.7,79.4,2024-08-29,33.5,26.5,29.4,0.5,0.5,5.23,19.7,63,17.15
Guntur_NW,16.7,79.4,2024-08-30,29.8,25.0,26.5,20.8,20.8,2.55,21.3,84,9.94
Guntur_NW,16.7,79.4,2024-08-31,25.4,24.0,24.8,87.3,87.3,1.21,24.2,90,3.2
Guntur_NW,16.7,79.4,2024-09-01,25.6,24.3,24.8,65.4,65.4,2.13,27.4,86,7.04
Guntur_NW,16.7,79.4,2024-09-02,30.1,24.4,26.9,1.1,1.1,4.03,25.2,72,13.58
Guntur_NW,16.7,79.4,2024-09-03,31.5,24.8,27.3,14.5,14.5,3.88,21.3,78,16.54
Guntur_NW,16.7,79.4,2024-09-04,30.5,24.7,26.8,12.4,12.4,2.95,22.5,82,11.93
Guntur_NW,16.7,79.4,2024-09-05,31.9,25.0,28.0,4.6,4.6,4.44,24.3,75,17.4
Guntur_NW,16.7,79.4,2024-09-06,30.8,25.3,27.7,4.4,4.4,4.16,20.3,78,17.23
Guntur_NW,16.7,79.4,2024-09-07,29.8,25.7,27.4,3.8,3.8,3.59,23.5,78,14.09
Guntur_NW,16.7,79.4,2024-09-08,27.2,24.8,25.6,80.8,80.8,1.3,18.6,89,4.13
Guntur_NW,16.7,79.4,2024-09-09,26.4,24.8,25.4,23.5,23.5,1.44,19.3,88,4.96
Guntur_NW,16.7,79.4,2024-09-10,32.0,25.2,28.2,0.4,0.4,5.13,25.3,72,20.53
Guntur_NW,16.7,79.4,2024-09-11,32.2,25.8,28.3,0.0,0.0,5.45,22.8,67,21.69
Guntur_NW,16.7,79.4,2024-09-12,32.0,25.4,28.0,0.0,0.0,5.01,22.0,67,19.4
Guntur_NW,16.7,79.4,2024-09-13,31.9,24.7,27.7,0.0,0.0,5.49,18.7,67,22.39
Guntur_NW,16.7,79.4,2024-09-14,32.4,24.6,28.1,0.0,0.0,5.65,18.3,66,22.98
Guntur_NW,16.7,79.4,2024-09-15,33.0,24.8,28.5,0.0,0.0,5.82,17.4,65,23.12
Guntur_NW,16.7,79.4,2024-09-16,32.0,25.5,27.8,0.8,0.8,4.78,21.2,70,19.53
Guntur_NW,16.7,79.4,2024-09-17,33.1,25.1,28.6,0.0,0.0,5.94,18.7,63,23.39
Guntur_NW,16.7,79.4,2024-09-18,32.7,23.5,28.0,0.2,0.2,5.32,11.1,69,23.38
Guntur_NW,16.7,79.4,2024-09-19,33.5,24.7,28.8,0.0,0.0,5.27,10.6,67,23.0
Guntur_NW,16.7,79.4,2024-09-20,33.2,25.1,28.8,0.2,0.2,5.03,11.8,70,20.78
Guntur_NW,16.7,79.4,2024-09-21,31.8,24.6,27.8,7.0,7.0,3.61,12.3,80,16.46
Guntur_NW,16.7,79.4,2024-09-22,32.0,24.6,27.3,9.8,9.8,3.61,16.3,82,16.94
Guntur_NW,16.7,79.4,2024-09-23,31.5,23.6,27.0,22.9,22.9,3.43,15.3,86,15.92
Guntur_NW,16.7,79.4,2024-09-24,31.6,24.5,27.4,7.7,7.7,3.57,10.8,84,16.65
Guntur_NW,16.7,79.4,2024-09-25,31.2,24.7,27.2,10.9,10.9,3.12,11.5,84,14.44
Guntur_NW,16.7,79.4,2024-09-26,31.0,25.7,27.9,0.4,0.4,3.6,16.7,77,15.4
Guntur_NW,16.7,79.4,2024-09-27,32.0,24.8,28.1,4.2,4.2,3.62,12.2,77,15.89
Guntur_NW,16.7,79.4,2024-09-28,31.2,24.5,27.8,2.0,2.0,4.11,7.6,82,19.4
Guntur_NW,16.7,79.4,2024-09-29,32.0,25.0,28.3,1.3,1.3,4.41,11.9,82,20.74
Guntur_NW,16.7,79.4,2024-09-30,32.5,24.6,28.6,0.2,0.2,4.77,8.8,78,22.17
Guntur_NW,16.7,79.4,2024-10-01,33.0,24.5,28.9,0.0,0.0,4.8,11.8,76,22.09
Guntur_NW,16.7,79.4,2024-10-02,34.2,24.6,28.9,1.3,1.3,4.81,7.9,77,22.15
Guntur_NW,16.7,79.4,2024-10-03,34.2,26.0,29.2,0.0,0.0,5.19,13.8,73,22.04
Guntur_NW,16.7,79.4,2024-10-04,34.2,25.5,29.4,0.0,0.0,5.22,13.0,70,22.29
Guntur_NW,16.7,79.4,2024-10-05,33.2,24.9,28.9,4.5,4.5,4.82,11.6,73,21.54
Guntur_NW,16.7,79.4,2024-10-06,33.2,24.2,28.4,0.2,0.2,4.73,14.5,74,21.23
Guntur_NW,16.7,79.4,2024-10-07,32.7,24.0,27.9,0.1,0.1,4.67,14.9,77,21.12
Guntur_NW,16.7,79.4,2024-10-08,31.7,23.5,27.1,3.0,3.0,3.59,13.0,82,16.94
Guntur_NW,16.7,79.4,2024-10-09,32.0,24.0,27.3,4.3,4.3,4.08,12.0,81,19.17
Guntur_NW,16.7,79.4,2024-10-10,30.5,24.3,26.6,4.0,4.0,3.26,13.8,85,15.21
Guntur_NW,16.7,79.4,2024-10-11,31.6,23.8,26.2,4.5,4.5,3.3,13.6,87,15.83
Guntur_NW,16.7,79.4,2024-10-12,30.4,23.5,26.8,4.8,4.8,3.32,13.7,84,15.49
Guntur_NW,16.7,79.4,2024-10-13,32.2,23.6,27.4,1.2,1.2,4.01,12.0,82,18.24
Guntur_NW,16.7,79.4,2024-10-14,30.0,24.0,26.9,1.2,1.2,2.63,12.4,83,11.26
Guntur_NW,16.7,79.4,2024-10-15,29.9,24.6,27.1,2.8,2.8,3.11,14.1,81,13.91
Guntur_NW,16.7,79.4,2024-10-16,30.4,23.5,26.2,8.6,8.6,2.38,15.5,88,11.2
Guntur_NW,16.7,79.4,2024-10-17,31.0,24.2,26.7,7.6,7.6,3.15,18.5,87,14.87
Guntur_NW,16.7,79.4,2024-10-18,30.0,23.9,26.4,3.6,3.6,3.23,15.7,88,15.86
Guntur_NW,16.7,79.4,2024-10-19,31.2,23.4,26.8,1.9,1.9,3.41,15.7,86,16.25
Guntur_NW,16.7,79.4,2024-10-20,31.3,24.1,27.0,1.9,1.9,3.59,12.2,84,16.64
Guntur_NW,16.7,79.4,2024-10-21,31.7,22.9,26.5,3.9,3.9,3.87,11.1,83,18.33
Guntur_NW,16.7,79.4,2024-10-22,31.9,22.8,26.4,17.2,17.2,3.72,9.4,84,17.63
Guntur_NW,16.7,79.4,2024-10-23,33.0,23.0,27.4,0.3,0.3,4.73,11.3,73,20.62
Guntur_NW,16.7,79.4,2024-10-24,32.8,22.4,26.9,0.0,0.0,5.16,13.1,62,21.32
Guntur_NW,16.7,79.4,2024-10-25,32.8,21.9,27.0,0.0,0.0,5.54,15.1,58,21.85
Guntur_NW,16.7,79.4,2024-10-26,33.0,23.0,27.5,0.2,0.2,5.14,14.6,59,19.37
Guntur_NW,16.7,79.4,2024-10-27,33.4,22.1,27.2,0.0,0.0,5.09,10.7,59,21.26
Guntur_NW,16.7,79.4,2024-10-28,32.5,21.8,27.2,0.0,0.0,4.34,9.2,64,20.03
Guntur_NW,16.7,79.4,2024-10-29,33.3,22.5,27.9,0.0,0.0,4.33,7.7,68,20.13
Guntur_NW,16.7,79.4,2024-10-30,33.0,23.7,27.3,7.6,7.6,3.87,9.4,79,17.92
Guntur_NW,16.7,79.4,2024-10-31,30.5,23.8,26.8,1.0,1.0,3.39,7.0,83,16.17
Guntur_NW,16.7,79.4,2024-11-01,31.6,23.2,27.3,0.0,0.0,4.19,11.4,76,19.08
Guntur_NW,16.7,79.4,2024-11-02,31.4,23.2,27.0,3.0,3.0,3.59,13.3,79,16.7
Guntur_NW,16.7,79.4,2024-11-03,30.3,22.5,26.3,21.8,21.8,2.97,11.7,80,13.72
Guntur_NW,16.7,79.4,2024-11-04,31.8,23.0,27.0,0.0,0.0,4.12,8.5,68,18.53
Guntur_NW,16.7,79.4,2024-11-05,31.8,21.5,26.6,0.0,0.0,4.24,9.1,68,19.34
Guntur_NW,16.7,79.4,2024-11-06,32.8,21.7,26.9,0.0,0.0,4.65,9.5,63,20.48
Guntur_NW,16.7,79.4,2024-11-07,32.2,21.2,26.4,0.0,0.0,4.6,8.4,60,20.58
Guntur_NW,16.7,79.4,2024-11-08,31.2,21.6,26.0,0.8,0.8,3.79,9.9,71,17.53
Guntur_NW,16.7,79.4,2024-11-09,32.0,21.9,26.7,0.2,0.2,4.0,7.5,73,18.6
Guntur_NW,16.7,79.4,2024-11-10,32.7,21.0,26.9,0.0,0.0,4.64,9.2,62,20.28
Guntur_NW,16.7,79.4,2024-11-11,32.2,21.5,26.8,0.0,0.0,4.87,11.9,57,19.95
Guntur_NW,16.7,79.4,2024-11-12,31.9,22.7,26.4,0.0,0.0,3.61,14.9,72,15.42
Guntur_NW,16.7,79.4,2024-11-13,31.8,23.0,26.7,2.2,2.2,3.89,15.6,80,17.21
Guntur_NW,16.7,79.4,2024-11-14,33.0,22.6,26.5,14.6,14.6,3.59,19.6,81,15.17
Guntur_NW,16.7,79.4,2024-11-15,33.0,23.4,27.3,0.7,0.7,4.11,13.5,78,17.84
Guntur_NW,16.7,79.4,2024-11-16,33.1,23.9,27.5,0.4,0.4,4.52,10.0,65,18.96
Guntur_NW,16.7,79.4,2024-11-17,32.0,22.0,26.7,0.1,0.1,4.05,9.7,62,18.88
Guntur_NW,16.7,79.4,2024-11-18,31.0,22.0,26.0,0.7,0.7,3.69,11.8,67,16.55
Guntur_NW,16.7,79.4,2024-11-19,30.2,20.3,24.8,0.1,0.1,3.97,12.3,64,18.67
Guntur_NW,16.7,79.4,2024-11-20,29.8,18.9,24.2,0.0,0.0,4.02,9.6,61,19.04
Guntur_NW,16.7,79.4,2024-11-21,29.6,18.5,24.1,0.0,0.0,3.81,7.3,64,18.46
Guntur_NW,16.7,79.4,2024-11-22,30.0,17.8,23.8,0.0,0.0,4.01,6.5,61,19.55
Guntur_NW,16.7,79.4,2024-11-23,29.8,17.4,23.5,0.0,0.0,3.92,6.8,65,19.23
Guntur_NW,16.7,79.4,2024-11-24,30.4,18.4,24.1,0.0,0.0,4.4,9.9,59,19.37
Guntur_NW,16.7,79.4,2024-11-25,29.8,18.8,23.9,0.0,0.0,4.14,10.1,60,18.23
Guntur_NW,16.7,79.4,2024-11-26,30.5,19.2,25.0,0.0,0.0,4.64,14.2,55,17.62
Guntur_NW,16.7,79.4,2024-11-27,29.6,19.2,24.0,0.0,0.0,4.29,12.9,56,16.71
Guntur_NW,16.7,79.4,2024-11-28,29.1,17.6,23.2,0.0,0.0,4.79,14.3,54,18.98
Guntur_NW,16.7,79.4,2024-11-29,29.2,21.2,24.7,1.2,1.2,3.44,13.8,61,10.49
Guntur_NW,16.7,79.4,2024-11-30,29.3,21.9,24.9,6.5,6.5,2.34,18.7,81,8.63
Guntur_SE,15.9,80.6,2024-06-01,36.1,30.9,32.9,0.0,0.0,5.61,23.1,77,22.11
Guntur_SE,15.9,80.6,2024-06-02,33.0,28.4,30.5,27.3,27.3,3.2,22.9,80,11.4
Guntur_SE,15.9,80.6,2024-06-03,34.0,26.8,29.7,10.0,10.0,2.4,17.8,78,8.2
Guntur_SE,15.9,80.6,2024-06-04,33.0,28.0,30.5,31.5,31.5,3.96,17.4,79,15.95
Guntur_SE,15.9,80.6,2024-06-05,33.9,27.1,29.3,31.1,31.1,3.49,25.3,85,15.09
Guntur_SE,15.9,80.6,2024-06-06,31.0,26.6,28.7,11.4,11.4,3.05,15.5,82,12.79
Guntur_SE,15.9,80.6,2024-06-07,30.9,25.9,28.0,44.5,44.5,3.39,19.5,85,15.43
Guntur_SE,15.9,80.6,2024-06-08,32.8,26.5,28.8,9.2,9.2,3.83,17.7,81,16.02
Guntur_SE,15.9,80.6,2024-06-09,32.3,26.6,28.8,1.7,1.7,4.35,21.7,79,17.74
Guntur_SE,15.9,80.6,2024-06-10,32.4,26.7,29.4,5.9,5.9,4.34,18.6,75,16.68
